paperId,title,year,n_citation,abstract
5351bfd4-f384-41f3-ab11-86980ed590b5,Local dependency dynamic programming in the presence of memory faults,2011,14,"We investigate the design of dynamic programming algorithms in unreliable memories, i.e., in the presence of faults that may arbitrarily corrupt memory locations during the algorithm execution. As a main result, we devise a general resilient framework that can be applied to all local dependency dynamic programming problems, where updates to entries in the auxiliary table are determined by the contents of neighboring cells. Consider, as an example, the computation of the edit distance between two strings of length n and m. We prove that, for any arbitrarily small constant "" 2 (0, 1] and n m, this problem can be solved correctly with high probability in O nm + 1+"" worst-case time and O(nm + n ) space, when up to memory faults can be inserted by an adversary with unbounded computational power and is the actual number of faults occurring during the computation. We also show that an optimal edit sequence can be constructed in additional time O n + 1+"" . It follows that our resilient algorithms match the running time and space usage of the standard non-resilient implementations while tolerating almost linearly-many faults. 1998 ACM Subject Classification B.8 [Performance and reliability]; F.2 [Analysis of algorithms and problem complexity]; I.2.8 [Dynamic programming]."
5352e2ed-b4e6-425b-aaf0-f86e3cf93e7a,Invariance in motion analysis of videos,2003,50,"In this paper, we propose an approach that retrieves motion of objects from the videos based on the dynamic time warping of view invariant characteristics. The motion is represented as a sequence of dynamic instants and intervals, which are automatically computed using the spatiotemporal curvature of the trajectory of moving object in the videos. Dynamic Time Warping (DTW) method matches trajectories using a view invariant similarity measure. Our system is able to incrementally learn different actions without any initialization mode, therefore it can work in an unsupervised manner. The retrieval of relevant videos can be easily performed by computing a simple distance metric. This paper makes two fundamental contribution to view invariant video retrieval: (1) Dynamic Instant detection in trajectories of moving objects acquired from video. (2) View-invariant Dynamic Time Warping to measure similarity between two trajectories of actions performed by different persons and from different viewpoints. Although the learning algorithm is relatively simple in our approach, we can achieve high recognition rate because of the view-invariant representation and the similarity measure using DTW."
535744dc-e97e-47b5-9643-9193150d51d2,Classification constrained dimensionality reduction,2005,50,"In this paper, we propose a nonlinear dimensionality reduction method aimed at extracting lower-dimensional features relevant for classification tasks. This is obtained by modifying the Laplacian approach to manifold learning through the introduction of class dependent constraints. Using synthetic data sets, we show that the proposed algorithm can greatly improve both supervised and semi-supervised learning problems."
53632789-7294-479e-a211-4bc9d9aa8201,Tree Expectation Propagation for ML Decoding of LDPC Codes over the BEC,2013,9,"We propose a decoding algorithm for LDPC codes that achieves the maximum likelihood (ML) solution over the binary erasure channel (BEC). In this channel, the tree-structured expectation propagation (TEP) decoder improves the peeling decoder (PD) by processing check nodes of degree one and two. However, it does not achieve the ML solution, as the tree structure of the TEP allows only for approximate inference. In this paper, we provide the procedure to construct the structure needed for exact inference. This algorithm, denoted as generalized tree-structured expectation propagation (GTEP), modifies the code graph by recursively eliminating any check node and merging this information in the remaining graph. The GTEP decoder upon completion either provides the unique ML solution or a tree graph in which the number of parent nodes indicates the multiplicity of the ML solution. We also explain the algorithm as a Gaussian elimination method, relating the GTEP to other ML solutions. Compared to previous approaches, it presents an equivalent complexity, it exhibits a simpler graphical message-passing procedure and, most interesting, the algorithm can be generalized to other channels."
5367c67f-367f-4879-9b27-48ab9a16e364,Source-location privacy for networks of energy-constrained sensors,2004,48,"Wireless sensor networks are currently being investigated for ubiquitous computing applications. Privacy is a critical issue for these networks as adversaries may be able to eavesdrop or observe the presence of sensor data to infer information that was not intended to be revealed. The devices that constitute sensor networks are low-powered, compute-constrained devices. Any privacy solution should carefully consider the tradeoffs between supporting location-privacy and energy consumption. We explore two main classes of privacy issues: content privacy and originator location privacy. Content privacy can be maintained through conventional cryptographic methods that provide data confidentiality. We briefly discuss system design techniques that are needed to prevent an adversary from correlating observations from multiple messages to infer the content of encrypted sensor readings. We then examine the issue of protecting the originating sensor's location by studying several multihop routing mechanisms for ad hoc networks. We focus our discussion on three classes of routing protocols: the class of the shortest path routing protocols, the class offloading protocols, and a hybrid class of routing."
536a3752-101b-4dc5-9111-fe949d38fb3f,Dynamic Pricing and Inventory Control of Substitute Products,2009,49,"We study dynamic pricing and inventory control of substitute products for a retailer who faces a long supply lead time and a short selling season. Within a multinomial logit model of consumer choice over substitutes, we develop a stochastic dynamic programming formulation and derive the optimal dynamic pricing policy. We prove that dynamic pricing converges to static pricing as inventory levels of all variates approach the number of remaining selling periods (assuming at most one customer arrival within each period). Our extensive numerical study of the effects of time and inventory depletion on the optimal pricing reveals two fundamental underlying driving forces of the complex price behavior: the level of inventory scarcity and the quality difference among products. We also compare the performance of three restricted pricing strategies: static, unified dynamic, and mixed dynamic pricing. We find that full-scale dynamic pricing is of great value in the presence of inventory scarcity, and initial inventory decisions are quite robust in the pricing scheme employed in the selling season. Based on the above insights, we propose a computationally efficient approach to the initial inventory decision, which delivers close-to-optimal inventory levels for all testing cases."
536e73fe-1a35-4eed-b56d-b36edba0ab8f,Cosmic rays don't strike twice: understanding the nature of DRAM errors and the implications for system design,2012,205,"Main memory is one of the leading hardware causes for machine crashes in today's datacenters. Designing, evaluating and modeling systems that are resilient against memory errors requires a good understanding of the underlying characteristics of errors in DRAM in the field. While there have recently been a few first studies on DRAM errors in production systems, these have been too limited in either the size of the data set or the granularity of the data to conclusively answer many of the open questions on DRAM errors. Such questions include, for example, the prevalence of soft errors compared to hard errors, or the analysis of typical patterns of hard errors. In this paper, we study data on DRAM errors collected on a diverse range of production systems in total covering nearly 300 terabyte-years of main memory. As a first contribution, we provide a detailed analytical study of DRAM error characteristics, including both hard and soft errors. We find that a large fraction of DRAM errors in the field can be attributed to hard errors and we provide a detailed analytical study of their characteristics. As a second contribution, the paper uses the results from the measurement study to identify a number of promising directions for designing more resilient systems and evaluates the potential of different protection mechanisms in the light of realistic error patterns. One of our findings is that simple page retirement policies might be able to mask a large number of DRAM errors in production systems, while sacrificing only a negligible fraction of the total DRAM in the system."
53721fec-ce0c-4372-adf2-66e9cc87043e,Human face orientation detection using power spectrum based measurements,2004,6,"This work presents a new approach to human face orientation detection. We start the work with establishing a frequency domain model to analyze the orientation distribution of the oriented patterns in an image, according to the power spectrum of its bi-valued image. This model is derived from the perspective of the rendering rules in classical computer graphics. On the assumptions of the crossed distribution rule and symmetry rule of facial textures, we use the model above to define a series of measurements, called power spectrum based measurements, to quickly determine the orientation of a human face. The experimental results on MIT, ORL and BiolD face databases demonstrate our approach is effective and promising."
53733e0e-84e2-4f09-8028-8a72a03b3c56,Resilient peer-to-peer multicast from the ground up,2004,50,"This work introduces Nemo, a novel peer-to-peer multicast protocol that aims at achieving this elusive goal. Based on two techniques: (1) co-leaders; and, (2) triggered negative acknowledgments (NACKs), Nemo's design emphasizes conceptual simplicity and minimum dependencies (Anderson et al., 2002), thus achieving, in a cost-effective manner, performance characteristics resilient to the natural instability of its target environment. Simulation-based and wide-area experimentations show that Nemo can achieve high delivery ratios (up to 99.98%) and low end-to-end latency similar to those of comparable protocols, while significantly reducing the cost in terms of duplicate packets (reductions > 85%) and control related traffic, making the proposed algorithm a more scalable solution to the problem."
537ce18f-f151-49db-9ef0-41c4cfefcdb9,Sharing the Same Operation with a Large Number of Users Using P2P,2005,6,"A computer assisted teaching system which enables sharing the same operation with a large number of users using P2P is shown. The users of this system can share the same operation of applications such like a text editor, a draw program and others, on their computer terminals in real-time. This system can show an operation on a terminal to all terminals in the latency of O(log N) time complexity, where N is the number of terminals. In order to share the same operation on computer terminals, at most one operation must be performed on them at a time. In order to realize this, a mutual exclusion algorithm is embedded in this system. The time complexity of entering the critical section is O(log N). We have compared the performance of this system with the performance of a client-server system. A game could be played by remote users using this system"
53889e1a-7b48-4f29-8987-e1d4ba89ef7c,Action-Oriented Query Processing for Pervasive Computing,2005,22,
53922fb4-b8ce-41b8-a1d3-7dc3b453775d,Attention-Gated Reinforcement Learning of Internal Representations for Classification,2005,169,"Animal learning is associated with changes in the efficacy of connections between neurons. The rules that govern this plasticity can be tested in neural networks. Rules that train neural networks to map stimuli onto outputs are given by supervised learning and reinforcement learning theories. Supervised learning is efficient but biologically implausible. In contrast, reinforcement learning is biologically plausible but comparatively inefficient. It lacks a mechanism that can identify units at early processing levels that play a decisive role in the stimulus-response mapping. Here we show that this so-called credit assignment problem can be solved by a new role for attention in learning. There are two factors in our new learning scheme that determine synaptic plasticity: (1) a reinforcement signal that is homogeneous across the network and depends on the amount of reward obtained after a trial, and (2) an attentional feedback signal from the output layer that limits plasticity to those units at earlier processing levels that are crucial for the stimulus-response mapping. The new scheme is called attention-gated reinforcement learning (AGREL). We show that it is as efficient as supervised learning in classification tasks. AGREL is biologically realistic and integrates the role of feedback connections, attention effects, synaptic plasticity, and reinforcement learning signals into a coherent framework."
5394fd11-8491-49a9-a319-d659e221d4bd,Saliency-aware image-to-class distances for image classification,2015,7,"Non-parametric Nearest-Neighbour (NN) image classification is desired in certain applications, because no intensive learning is required. Naive Bayes Nearest Neighbour (NBNN) and its improved version, Local Naive Bayes Nearest Neighbour (Local NBNN), are two impressive classifiers that keep a good balance between algorithm accuracy and complexity. Instead of computing image-to-image (I2I) distances, these two algorithms calculate image-to-class (I2C) distances. As a consequence, the local image descriptors are not quantised and the performance of such an image classifier is thereby enhanced. In this paper, by applying the concept of saliency detection to the calculation of I2C distances, we separate each training image from each category into two parts: foreground and background. Then we calculate I2C distances for foreground and background to classify the test image. Afterwards, the scores presented by the foreground and the background are used to correct the responses generated by the original NBNN or Local NBNN. Moreover, it is observed that a prior clustering inside each training category is able to reduce time consumption significantly without sacrificing system performance. By combining the contributions above, our approach is superior to the original NBNN and Local NBNN classifiers in terms of both efficiency and accuracy on three datasets: Pami-09, 15-Scene and Caltech-5."
5399a629-af3b-4b17-8a06-272463279e1a,Applying P2P to Achieve Real-Time Multimedia Communications: Modeling and Performance Analysis,2007,50,"Performance analysis frameworks for P2P networks are in great demand by Internet service providers (ISP) and telecommunications companies in order to re-design their systems so as to support the new paradigm. The target of this paper is to propose an analytical model of a real-time video transmission system using P2P to achieve multipoint communication on the current Internet. The system considered is defined in such a way as to maximize the number of users, while guaranteeing a given quality of service level in terms of the maximum number of hops connecting them with the video source."
5399d26c-6b97-4ff2-83d8-4f03faefa9a6,Trellis complexity and minimal trellis diagrams of lattices,1998,37,"This paper presents results on trellis complexity and low-complexity trellis diagrams of lattices. We establish constructive upper bounds on the trellis complexity of lattices. These bounds both improve and generalize the similar results of Tarokh and Vardy (see ibid., vol.43, p.1294-1300, 1997). We also construct trellis diagrams with minimum number of paths for some important lattices. Such trellises are called minimal. The constructed trellises, which are novel in many cases, can be employed to efficiently decode the lattices via the Viterbi algorithm. In particular, a general structure for minimal trellis diagrams of D/sub n/ lattices is obtained. This structure corresponds to a new code formula for D/sub n/. Moreover, we develop some important duality results which are used in both deriving the upper bounds, and finding the minimal trellises. All the discussions are based on a universal approach to the construction and analysis of trellis diagrams of lattices using their bases."
539d444d-912d-490f-a249-c116651f1141,Global Non-rigid Alignment of Surface Sequences,2013,57,"This paper presents a general approach based on the shape similarity tree for non-sequential alignment across databases of multiple unstructured mesh sequences from non-rigid surface capture. The optimal shape similarity tree for non-rigid alignment is defined as the minimum spanning tree in shape similarity space. Non-sequential alignment based on the shape similarity tree minimises the total non-rigid deformation required to register all frames in a database into a consistent mesh structure with surfaces in correspondence. This allows alignment across multiple sequences of different motions, reduces drift in sequential alignment and is robust to rapid non-rigid motion. Evaluation is performed on three benchmark databases of 3D mesh sequences with a variety of complex human and cloth motion. Comparison with sequential alignment demonstrates reduced errors due to drift and improved robustness to large non-rigid deformation, together with global alignment across multiple sequences which is not possible with previous sequential approaches."
53a607e9-3db9-4350-a1ff-5f9d0e37201b,An evaluation of processor co-allocation for different system configurations and job structures,2002,50,"In systems consisting of multiple clusters of processors such as our Distributed ASCI Supercomputer (DAS), jobs may request co-allocation, i.e., the simultaneous allocation of processors in different clusters. We simulate such systems ignoring communication among the tasks of jobs, and determine the response times for different types and sizes of job requests, and for different numbers and sizes of clusters. In many cases we also compute or approximate the maximum utilization. We find that the numbers and sizes of the clusters and of the job components have a strong impact on performance, and that in many cases co-allocation is a viable choice."
53a78719-c56a-42b6-9671-97d07e32dbf3,Distributed implementation of coordinated multi-cell beamforming,2009,20,"A distributed implementation of coordinated multi-cell beamforming with single-antenna users in a time-correlated fading scenario is considered. The minimum power beamformers are obtained locally at each base station (BS) relying on limited backhaul information exchange between adjacent BSs. The original centralised problem is reformulated such that the BSs are coupled by real-valued inter-cell interference terms. The problem is then decoupled by a standard dual decomposition approach leading to a distributed algorithm. The method is able to guarantee feasible solutions even if the interference information is incomplete or outdated. Occasional high peaks in the transmitted power due to outdated interference terms are alleviated by switching to interference nulling mode when necessary. The performance of the proposed coordinated multi-cell transmission is compared with the coherent multi-cell beamforming, as well as, with interference nulling in different time-correlated fading scenarios with varying interference. The numerical examples demonstrate that a near-optimal performance can be achieved even with significantly reduced backhaul information exchange and with relatively high velocities and/or low signalling rates."
53a93891-d61d-4797-ba05-a34123607da5,Exponential splines and minimal-support bases for curve representation,2012,50,"Our interest is to characterize the spline-like integer-shift-invariant bases capable of reproducing exponential polynomial curves. We prove that any compact-support function that reproduces a subspace of the exponential polynomials can be expressed as the convolution of an exponential B-spline with a compact-support distribution. As a direct consequence of this factorization theorem, we show that the minimal-support basis functions of that subspace are linear combinations of derivatives of exponential B-splines. These minimal-support basis functions form a natural multiscale hierarchy, which we utilize to design fast multiresolution algorithms and subdivision schemes for the representation of closed geometric curves. This makes them attractive from a computational point of view. Finally, we illustrate our scheme by constructing minimal-support bases that reproduce ellipses and higher-order harmonic curves."
53adab44-b90a-4754-b360-8621b0ce89d6,Modeling Human Judgment of Digital Imagery for Multimedia Retrieval,2007,24,"The application of machine learning techniques to image and video search has been shown to boost the performance of multimedia retrieval systems, and promises to lead to more generalized semantic search approaches. In particular, the availability of large training collections allows model-driven search using a substantial number of semantic concepts. The training collections are obtained in a manual annotation process where human raters review images and assign predefined semantic concept labels. Besides being prone to human error, manual image annotation is biased by the view of the individual annotator because visual information almost always leaves room for ambiguity. Ideally, several independent judgments are obtained per image, and the inter-rater agreement is assessed. While disagreement between ratings bears valuable information on the annotation quality, it complicates the task of clearly classifying rated images based on multiple judgments. In the absence of a gold standard, evaluating multiple judgments and resolving disagreement between raters is not trivial. In this paper, we present an approach using latent structure analysis to solve this problem. We apply latent class modeling to the annotation data collected during the TRECVID 2005 Annotation Forum, and demonstrate how to use this statistic to clearly classify each image on the basis of varying numbers of ratings. We use latent class modeling to quantify the annotation quality and discuss the results in comparison with the well-known Kappa inter-rater agreement measure."
53afc2e9-9326-401c-af5b-7f5249af9870,Optimization of a reduced-complexity decoding algorithm for LDPC codes by density evolution,2005,50,"In this paper, an algorithm for low-density parity-check (LDPC) codes with reduced complexity is presented. The complexity reduction is achieved by calculating a linear function for updating the check nodes in each iteration, instead of an exponential and logarithmic function. The parameters of the linear function are optimized by density evolution. Simulation results show that there is nearly no loss in the performance by using this approximation compared to the exact calculation of the belief propagation decoding algorithm, even for very large block lengths."
53b38f31-f347-4d8c-8e7d-3e06f2a919e7,Attack-Resilient Multitree Data Distribution Topologies,2012,0,
53b9dea5-4cb7-4eef-be9c-dd9e2105b11a,TCP-XM: unicast-enabled reliable multicast,2005,50,"In recent years, much work has been done on attempting to scale multicast data transmission to hundreds or thousands of receivers. There are, however, many situations where an application might involve transmission to just ten or twenty sites. Using multicast for this type of application can provide significant benefits including reduced load on the transmitter an overall reduction in network traffic, and consequently shorter data transfer times. In this project, we are investigating how partial or incomplete multicast can be exploited alongside reliable unicast to improve both speed and efficiency of data transfers while maintaining reliability. The approach taken is to combine unicast with multicast by modifying TCP to support multicast transfers, and run this modified TCP engine over UDP as a userspace transport protocol. We describe the work to date on the design and implementation, and provide experimental results from our tests across both local and wide area networks."
53c10d0c-5559-4a48-8a62-44a1789fc73f,Auction-Based On-Demand P2P Min-Cost Media Streaming with Network Coding,2009,51,"Realizing on-demand media streaming in a peer-to-peer (P2P) fashion is more challenging than in the case of live media streaming, since only peers with close-by media play progresses may help each other in obtaining the media content. The situation is further complicated if we wish to pursue low aggregated link cost in the transmission. In this paper, we present a new algorithmic perspective toward on-demand P2P streaming protocol design. While previous approaches employ streaming trees or passive neighbor reconciliation for media content distribution, we instead coordinate the streaming session as an auction where each peer participates locally by bidding for and selling media flows encoded with network coding. We show that this auction approach is promising in achieving low-cost on-demand streaming in a scalable fashion. It is amenable to asynchronous, distributed, and lightweight implementations, and is flexible to provide support for random-seek and pause functionalities. Through extensive simulation studies, we verify the effectiveness and performance of the proposed auction approach, focusing on the optimality in overall streaming cost, the convergence speed, and the communication overhead."
53c28308-d532-4472-9451-39b855b2cc04,Compressive Sensing for Missing Data Imputation in Noise Robust Speech Recognition,2010,102,"An effective way to increase the noise robustness of automatic speech recognition is to label noisy speech features as either reliable or unreliable (missing), and to replace (impute) the missing ones by clean speech estimates. Conventional imputation techniques employ parametric models and impute the missing features on a frame-by-frame basis. At low signal-to-noise ratios (SNRs), these techniques fail, because too many time frames may contain few, if any, reliable features. In this paper, we introduce a novel non-parametric, exemplar-based method for reconstructing clean speech from noisy observations, based on techniques from the field of Compressive Sensing. The method, dubbed sparse imputation, can impute missing features using larger time windows such as entire words. Using an overcomplete dictionary of clean speech exemplars, the method finds the sparsest combination of exemplars that jointly approximate the reliable features of a noisy utterance. That linear combination of clean speech exemplars is used to replace the missing features. Recognition experiments on noisy isolated digits show that sparse imputation outperforms conventional imputation techniques at SNR = -5 dB when using an ideal `oracle' mask. With error-prone estimated masks sparse imputation performs slightly worse than the best conventional technique."
53c44d09-1ba1-4cd1-8e5b-7f82acd2e53c,Action recognition by learning locally adaptive classifiers,2011,0,"In this paper, we propose a novel framework for video-based human action recognition, which can effectively resolve the difficulty caused by large variations within each action category. We first use the cloud of interest points to represent human action, due to its effectiveness in extracting spatio-temporal information necessary to reliability distinguish each action. Then, we perform an efficient local learning on the extracted features to learn locally adaptive classifiers. Specifically, a local classifier is specifically trained for each training sample. A local classifier could better describe the local data distribution and thus adopting multiple local classifiers would lead to better classification accuracy. We conduct several experiments on the KTH dataset and obtain very inspiring results. In particular, our approach achieves comparable performance to that of the state-of-the-art methods. Compared with a global learning method, i.e., the AdaBoost, the local learning provides significantly better accuracy with little additional cost in training time."
53cad7b8-8d13-448e-bc2b-dfe4998e15fc,"BabelNet: The automatic construction, evaluation and application of a wide-coverage multilingual semantic network",2012,676,"We present an automatic approach to the construction of BabelNet, a very large, wide-coverage multilingual semantic network. Key to our approach is the integration of lexicographic and encyclopedic knowledge from WordNet and Wikipedia. In addition, Machine Translation is applied to enrich the resource with lexical information for all languages. We first conduct in vitro experiments on new and existing gold-standard datasets to show the high quality and coverage of BabelNet. We then show that our lexical resource can be used successfully to perform both monolingual and cross-lingual Word Sense Disambiguation: thanks to its wide lexical coverage and novel semantic relations, we are able to achieve state-of the-art results on three different SemEval evaluation tasks."
53d05310-4e1b-4794-8558-ec2fbf4046fa,Skin Patch Detection in Real-World Images,2002,85,"While human skin is relatively easy to detect in controlled environments, detection in uncontrolled settings such as in consumer digital photographs is generally hard. Algorithms need to robustly deal with variations in lighting, color resolution, and imaging noise. This paper proposes a simple generative skin patch model combining shape and color information. The model is parametric and represents the spatial arrangement of skin pixels as compact elliptical regions. Its parameters are estimated by maximizing the mutual information between the model-generated skin pixel distribution and the distribution of skin color as observed in the image. The core of this work is an empirical evaluation on a database of 653 consumer digital photographs. In addition, we investigate the potential of combining our skin detector with state-of-the-art appearance-based face detectors."
53d3aa17-1b61-457c-8e40-ec2a9674666b,A Framework for Data-Intensive Computing with Cloud Bursting,2011,50,"For many organizations, one attractive use of cloud resources can be through what is referred to as cloud bursting or the hybrid cloud. These refer to scenarios where an organization acquires and manages in-house resources to meet its base need, but can use additional resources from a cloud provider to maintain an acceptable response time during workload peaks. Cloud bursting has so far been discussed in the context of using additional computing resources from a cloud provider. However, as next generation applications are expected to see orders of magnitude increase in data set sizes, cloud resources can be used to store additional data after local resources are exhausted. In this paper, we consider the challenge of data analysis in a scenario where data is stored across a local cluster and cloud resources. We describe a software framework to enable data-intensive computing with cloud bursting, i.e., using a combination of compute resources from a local cluster and a cloud environment to perform Map-Reduce type processing on a data set that is geographically distributed. Our evaluation with three different applications shows that data-intensive computing with cloud bursting is feasible and scalable. Particularly, as compared to a situation where the data set is stored at one location and processed using resources at that end, the average slowdown of our system (using distributed but the same aggregate number of compute resources), is only 15.55%. Thus, the overheads due to global reduction, remote data retrieval, and potential load imbalance are quite manageable. Our system scales with an average speedup of 81% when the number of compute resources is doubled."
53d56b4a-ac0e-4dc2-8924-71097d36ed4b,Robust observations for object tracking,2005,15,"It is a difficult task to find an observation model that will perform well for long-term visual tracking. In this paper, we propose an adaptive observation enhancement technique based on likelihood images, which are derived from multiple visual features. The most discriminative likelihood image is extracted by principal component analysis (PCA) and incrementally updated frame by frame to reduce temporal tracking error. In the particle filter framework, the feasibility of each sample is computed using this most discriminative likelihood image before the observation process. Integral image is employed for efficient computation of the feasibility of each sample. We illustrate how our enhancement technique contributes to more robust observations through demonstrations."
53dee2b3-a13f-4b59-afbc-160d83a8c0cd,A framework for the design of a military operational supply network,2009,50,"This paper presents a methodology framework for the design of robust and effective military supply networks integrating various supply chain management dimensions. The proposed network design approach accounts for dynamic market demand, capacity, supply and resource conditions in a time-varying uncertain environment. The framework is based upon a two-level decomposition scheme combining design and user model components. The proposed stochastic multi-stage design model problem consists of determining the number and location of facilities (depots) required to satisfy an anticipated set of customer's demands and customer allocation (mission) to depots over a given time horizon. The user model is exploited to produce scenario-based anticipations to the design model required for network design problem-solving, and to assess network design solutions. The user model component mixes lot-sizing decisions with transportation assets assignments. Simulation is expected to be used to dynamically generate stochastic events supporting the construction of solution at both levels. Preliminary results on a military operational support hubs case study are reported and briefly analyzed for a simplified asset pre-positioning problem."
53df1b55-02fa-44ca-9887-247ab78a5c66,Query Reformulation in PDMS Based on Social Relevance,2014,0,"We consider peer-to-peer data management systems (PDMS), where each peer maintains mappings between its schema and some acquaintances, along with social links with peer friends. In this context, we deal with reformulating conjunctive queries from a peer’s schema into other peer’s schemas. Precisely, queries against a peer node are rewritten into queries against other nodes using schema mappings thus obtaining query rewritings. Unfortunately, not all the obtained rewritings are relevant to a given query, as the information gain may be negligible or the peer is not worth exploring. On the other hand, the existence of social links with peer friends might be useful to get relevant rewritings. Therefore, we propose a new notion of ‘relevance’ of a query with respect to a mapping that encompasses both a local relevance (the relevance of the query w.r.t. the mapping) and a global relevance (the relevance of the query w.r.t. the entire network). Based on this notion, we have conceived a new query reformulation approach for social PDMS which achieves great accuracy and flexibility. To this purpose, we combine several techniques: (i) social links are expressed as FOAF (Friend of a Friend) links to characterize peer’s friendship; (ii) concise mapping summaries are used to obtain mapping descriptions; (iii) local semantic views (LSV) are special views that contain information about mappings captured from the network by using gossiping techniques. Our experimental evaluation, based on a prototype on top of PeerSim and a simulated network demonstrate that our solution yields greater recall, compared to traditional query translation approaches proposed in the literature."
53e08976-11f1-4b22-a529-1db27efd3104,Deconstructing concurrency heisenbugs,2009,50,"Concurrency is pervasive in large systems. Unexpected interference among threads often results in “Heisenbugs“ that are extremely difficult to reproduce and eliminate. We have implemented a tool called CHESS for finding and reproducing such bugs. When attached to a program, CHESS takes control of thread scheduling and uses efficient search techniques to drive the program through possible thread interleavings. This systematic exploration of program behavior enables CHESS to quickly uncover bugs that might otherwise have remained hidden for a long time. For each bug, CHESS consistently reproduces an erroneous execution manifesting the bug, thereby making it significantly easier to debug the problem. CHESS scales to large concurrent programs and has found numerous bugs in existing systems that had been tested extensively prior to being tested by CHESS. CHESS has been integrated into the test frameworks of many code bases inside Microsoft and is used by testers on a daily basis."
53e11a38-c799-46d1-bf2c-191bc1cb23be,Shadow gestures: 3D hand pose estimation using a single camera,1999,198,"This paper describes a system that uses a camera and a point light source to track a user's hand in three dimensions. Using depth cues obtained from projections of the hand and its shadow, the system computes the 3D position and orientation of two fingers (thumb and pointing finger). The system recognizes one dynamic and two static gestures. Recognition and pose estimation are user independent and robust. The system operates at the rate of 60 Hz and can be used as an intuitive input interface to applications that require multi-dimensional control. Examples include 3D fly-thru's, object manipulation and computer games."
53e5ea0e-fc47-4a37-b454-1bd45fb1cf28,Energy-Performance Tradeoffs in Software Transactional Memory,2012,12,"Transactional memory (TM) is a new synchronization mechanism devised to simplify parallel programming, thereby helping programmers to unleash the power of current multicore processors. Although software implementations of TM (STM) have been extensively analyzed in terms of runtime performance, little attention has been paid to an equally important constraint faced by nearly all computer systems: energy consumption. In this work we conduct a comprehensive study of energy and runtime tradeoff sin software transactional memory systems. We characterize the behavior of three state-of-the-art lock-based STM algorithms, along with three different conflict resolution schemes. As a result of this characterization, we propose a DVFS-based technique that can be integrated into the resolution policies so as to improve the energy-delay product (EDP). Experimental results show that our DVFS-enhanced policies are indeed beneficial for applications with high contention levels. Improvements of up to 59% in EDP can be observed in this scenario, with an average EDP reduction of 16% across the STAMP workloads."
53e7eb5f-c901-4eba-9e7a-b6ae06f7de35,Distributed iterative processing for interference channels with receiver cooperation,2012,50,We propose a method for the design and evaluation of distributed iterative algorithms for receiver cooperation in interference-limited wireless systems. Our approach views the processing within and collaboration between receivers as the solution to an inference problem in the probabilistic model of the whole system. The probabilistic model is formulated to explicitly incorporate the receivers' ability to share information of a predefined type. We employ a recently proposed unified message-passing tool to infer the variables of interest in the factor graph representation of the probabilistic model. The exchange of information between receivers arises in the form of passing messages along some specific edges of the factor graph; the rate of updating and passing these messages determines the amount of communication overhead associated with cooperation. Simulation results illustrate the high performance of the proposed algorithm even with a low number of message exchanges between receivers.
53ea706e-bb22-4f81-a376-9727717aa275,Measuring entertainment and automatic generation of entertaining games,2010,23,Over the period of time computer games have became a major source of entertainment for humans. From the point of view of game developers there is a constant demand of writing games which are entertaining for the end users but entertainment itself is of subjective nature. It has always been difficult to quantify the entertainment value of the human player. The two factors which mainly influence the entertainment value are the type of the game and the contents of the game. In this paper we address the issues of measuring entertainment and automatic generation of computer games. We present some quantitative measures for entertainment in a genre of computer game and apply them as a guide for the evolution of new interesting games.
53ea84f9-5895-4cdf-b0ec-0efb116c273f,Multi-Channel Live P2P Streaming: Refocusing on Servers,2008,173,"Due to peer instability and time-varying peer upload bandwidth availability in live peer-to-peer (P2P) streaming channels, it is preferable to provision adequate levels of stable upload capacities at dedicated streaming servers, in order to guarantee the streaming quality in all channels. Most commercial P2P streaming systems have resorted to the practice of over-provisioning upload capacities on streaming servers. In this paper, we have performed a detailed analysis on 400 GB and 7 months of run-time traces from UUSee, a commercial P2P streaming system, and observed that available capacities on streaming servers are not able to keep up with the increasing demand imposed by hundreds of channels. We propose a novel online server capacity provisioning algorithm that proactively adjusts the server capacities available to each of the concurrent channels, such that the supply of server bandwidth in each channel dynamically adapts to the forecasted demand, taking into account the number of peers, the streaming quality, and the priorities of channels. The algorithm is able to learn over time, and has full ISP awareness to maximally constrain P2P traffic within ISP boundaries. To evaluate the effectiveness of our solution, our experimental studies are based on an implementation of the algorithm with actual channels of P2P streaming traffic, with real-world traces replayed within a server cluster."
53eb7552-4e19-44cc-915a-1b5730dfc730,Distributed Multiple Description Video Coding on Packet Loss Channels,2011,3,"In this paper, we are to solve the drift problem of multiple description video coding on packet loss channels by using state-of-the-art distributed techniques. We first present an asymptotically optimal code design of multiple descriptions in the Wyner-Ziv (MDWZ) setting. Then we propose a distributed multiple description video coding (DMDVC) scheme, which performs MDWZ coding on each nonintra coded frame. Instead of the prediction loops used in traditional multiple description video coding, Slepian-Wolf based coding is used to exploit interframe correlations. A bitplane extraction scheme is proposed to improve the balance between two descriptions, so that side informations can be interchanged between the side decoders of DMDVC with negligible quality degradation, which is crucial to robust transmission over packet loss channels. Experiment results demonstrate the robustness of our scheme, especially at high packet loss rates."
