paperId,venueId,venueName
52d7ed15-5673-487c-a674-3dcd3a6c75a6,V351,conference of the european chapter of the association for computational linguistics
52e1c403-8840-4e57-a1d0-a0ab01257fab,V441,"information sciences, signal processing and their applications"
52e71342-23a5-4557-8ba8-0c931a2a1ab0,V275,Transportation Science
52e7d8ae-63f1-454c-bb9a-298f5949dfdc,V417,hawaii international conference on system sciences
52ead68c-efd9-471e-b4b5-406ca4d1e5f6,V184,Journal of Computational Physics
52f186c2-c001-43d2-b565-655246466314,V108,IEEE Transactions on Information Theory
52f621c2-04b9-4ac6-b5cd-a82fe5bba397,V511,international conference on program comprehension
52faecce-9c5d-41ea-a611-dedfe746cfa4,V279,World Wide Web
52fc4bd9-b093-4d93-8d0a-714ad123ce1d,V91,IEEE Transactions on Autonomous Mental Development
53016a1e-61d7-4c62-9727-ae3833010c63,V428,ieee international conference on cloud computing technology and science
530a1148-bc9a-4aea-a692-c15f60d05253,V4,ACM Transactions on Architecture and Code Optimization
531112bf-493b-41c5-ad13-e777c647d9d9,V451,"international conference on acoustics, speech, and signal processing"
53124b8c-4e3f-4d54-9f74-b4a41580bb7d,V315,asia and south pacific design automation conference
5312edf2-790f-4107-bb40-f1f854b6c303,V96,IEEE Transactions on Communications
5314e1aa-32ca-4cb9-8083-b94b890751a5,V94,IEEE Transactions on Circuits and Systems for Video Technology
531a03ee-4b90-48c5-a5a2-aff1e46ad1e6,V357,conference on emerging network experiment and technology
53203295-fb6c-48b6-ae39-71804b6db658,V80,IEEE Journal on Selected Areas in Communications
5322e147-f899-4d92-a8a3-4c9e698adbb7,V559,meeting of the association for computational linguistics
5323b234-cfd5-413f-a9ee-648a09026653,V230,Neural Computation
5326d3e2-9117-4544-b5ad-c6b4157c9ac5,V356,conference on email and anti-spam
5328a3b6-a005-4545-a979-a1db73d77ecd,V120,IEEE Transactions on Signal Processing
53316859-7ddb-4af8-a71e-8846111d4fcb,V461,international conference on computer aided design
5338d097-5d4a-45fa-a4ec-bf491bef5d35,V488,international conference on image processing
53394bd7-822c-49b4-8369-d4b603fe83e3,V435,ieee virtual reality conference
533e2dd1-f5c3-4d99-a333-962271fe37b0,V349,computer vision and pattern recognition
534258f4-73cc-461c-a30b-bfb44d900d8d,V160,International Journal of Intelligent Systems
53498253-ab4b-42bb-beb6-d46c3516a6c5,V539,international symposium on neural networks
534a99da-84a4-4354-a3db-c1b0cf9bce67,V459,international conference on communications
534e004f-631d-45a4-aa7a-ec717cc5aa2c,V115,IEEE Transactions on Neural Networks
5351bfd4-f384-41f3-ab11-86980ed590b5,V632,symposium on theoretical aspects of computer science
5352e2ed-b4e6-425b-aaf0-f86e3cf93e7a,V282,acm multimedia
535744dc-e97e-47b5-9643-9193150d51d2,V451,"international conference on acoustics, speech, and signal processing"
53632789-7294-479e-a211-4bc9d9aa8201,V96,IEEE Transactions on Communications
536a3752-101b-4dc5-9111-fe949d38fb3f,V217,Manufacturing & Service Operations Management
536e73fe-1a35-4eed-b56d-b36edba0ab8f,V313,architectural support for programming languages and operating systems
53721fec-ce0c-4372-adf2-66e9cc87043e,V427,ieee international conference on automatic face and gesture recognition
53733e0e-84e2-4f09-8028-8a72a03b3c56,V574,network computing and applications
53889e1a-7b48-4f29-8987-e1d4ba89ef7c,V360,conference on innovative data systems research
53922fb4-b8ce-41b8-a1d3-7dc3b453775d,V230,Neural Computation
5394fd11-8491-49a9-a319-d659e221d4bd,V232,Neurocomputing
5399a629-af3b-4b17-8a06-272463279e1a,V412,global communications conference
5399d26c-6b97-4ff2-83d8-4f03faefa9a6,V108,IEEE Transactions on Information Theory
539d444d-912d-490f-a249-c116651f1141,V152,International Journal of Computer Vision
53a607e9-3db9-4350-a1ff-5f9d0e37201b,V624,symposium on computer architecture and high performance computing
53a78719-c56a-42b6-9671-97d07e32dbf3,V593,"personal, indoor and mobile radio communications"
53a93891-d61d-4797-ba05-a34123607da5,V35,Computer Aided Geometric Design
53adab44-b90a-4754-b360-8621b0ce89d6,V113,IEEE Transactions on Multimedia
53afc2e9-9326-401c-af5b-7f5249af9870,V459,international conference on communications
53b38f31-f347-4d8c-8e7d-3e06f2a919e7,V510,international conference on principles of distributed systems
53b9dea5-4cb7-4eef-be9c-dd9e2105b11a,V463,international conference on computer communications and networks
53c10d0c-5559-4a48-8a62-44a1789fc73f,V116,IEEE Transactions on Parallel and Distributed Systems
53c28308-d532-4472-9451-39b855b2cc04,V78,IEEE Journal of Selected Topics in Signal Processing
53c44d09-1ba1-4cd1-8e5b-7f82acd2e53c,V499,international conference on multimedia and expo
53cad7b8-8d13-448e-bc2b-dfe4998e15fc,V22,Artificial Intelligence
53d05310-4e1b-4794-8558-ec2fbf4046fa,V214,Lecture Notes in Computer Science
53d3aa17-1b61-457c-8e40-ec2a9674666b,V458,international conference on cluster computing
53d56b4a-ac0e-4dc2-8924-71097d36ed4b,V488,international conference on image processing
53dee2b3-a13f-4b59-afbc-160d83a8c0cd,V337,computational intelligence and security
53e08976-11f1-4b22-a529-1db27efd3104,V515,international conference on software engineering
53e11a38-c799-46d1-bf2c-191bc1cb23be,V349,computer vision and pattern recognition
53e5ea0e-fc47-4a37-b454-1bd45fb1cf28,V624,symposium on computer architecture and high performance computing
53e7eb5f-c901-4eba-9e7a-b6ae06f7de35,V307,arXiv: Information Theory
53ea84f9-5895-4cdf-b0ec-0efb116c273f,V462,international conference on computer communications
53eb7552-4e19-44cc-915a-1b5730dfc730,V105,IEEE Transactions on Image Processing
53ecca31-06fd-4744-8501-6b88536d5b05,V293,advanced video and signal based surveillance
53eebd14-8a48-431c-9f59-5a4bbe5e900a,V450,international conference on acoustics speech and signal processing
53ef11b5-4b71-4d57-b879-e448b55611bd,V372,database and expert systems applications
53ef31fd-f99f-47d7-a9c8-1325bba9e8df,V631,symposium on the theory of computing
53f164fd-a7c6-4c9a-90d8-d608bf2f4b23,V349,computer vision and pattern recognition
53f1f619-10cb-4397-a77d-38ac3091ef94,V339,computational science and engineering
53fa62c4-07d0-4cae-9ce4-405abd04ab2f,V28,Bioinformatics
53fa965b-0a24-4050-9cf6-36d1cfeb63f3,V80,IEEE Journal on Selected Areas in Communications
53fbe21d-1020-4843-aeca-5a1f5392e2e9,V459,international conference on communications
53ff749a-280c-4a43-9bd6-2d7c1815bd61,V486,international conference on image analysis and recognition
5408d59d-d24d-4efb-a302-4ad86aaa4940,V28,Bioinformatics
540945a5-ccba-4cbe-b825-d630d6ac1b84,V411,genetic and evolutionary computation conference
54134b1e-05a8-4574-abbc-0040926a2ea9,V402,extending database technology
5413a342-15fe-494e-ae56-65b4177cad4e,V570,multimedia signal processing
5418d427-5dad-42e8-9922-06e1284a6895,V424,hot topics in networks
541a5733-7989-4a00-8e30-7a0143298eee,V343,computer and information technology
541b6b42-9a96-40fe-b90c-8ba71c9ca805,V308,arXiv: Learning
5422aceb-f707-41b3-916d-dc26e104733d,V133,IET Software
5425f7f4-240b-47b5-b77d-dd6e77c0e9a3,V644,vehicular technology conference
542a81db-b895-4446-8357-df854832c6ee,V293,advanced video and signal based surveillance
542de443-0763-4cd3-93d1-ab8cace0afe0,V559,meeting of the association for computational linguistics
542e4056-0f10-43d3-8eeb-8f75dadc8538,V569,multimedia information retrieval
543485fd-7542-46f9-8b86-d0297d3620bd,V391,embedded software
543a7ee5-c3af-4e2a-8506-a544ce8f2f72,V533,international symposium on computer architecture
5443c59f-1735-4190-bfe3-d13ed4af0515,V216,Management Science
54448971-56b5-4544-bc34-f4f15edbae20,V72,IEEE Communications Letters
544735a5-eff8-4b6c-826f-a5e134db0806,V379,digital identity management
544fd72d-a0da-4ba9-8d78-48c2ce8a3f5e,V242,Pattern Recognition Letters
545634d0-95ad-4916-bd67-bfadfcc8e372,V516,international conference on software maintenance
545b9d3d-e409-4674-92f0-893dfd146bd2,V108,IEEE Transactions on Information Theory
545d7cda-26c2-4e94-b7ad-d606d4eb36b0,V370,data compression conference
5460d340-f005-4a37-af9d-0bd2dad79c87,V120,IEEE Transactions on Signal Processing
546539e7-c428-45b9-9cce-f118aa835d96,V23,Artificial Intelligence and Law
5465a099-1fdc-4576-88ed-e453a0ed34d4,V412,global communications conference
5465f6b2-fee1-4579-94b9-4a67e576a1c1,V99,IEEE Transactions on Consumer Electronics
546f2e57-512b-4493-b9ca-bb6bf749270d,V462,international conference on computer communications
547217e5-9626-487c-a156-f07d6befcd26,V90,IEEE Transactions on Automatic Control
547a0b11-be37-4564-9242-e19920c473f7,V349,computer vision and pattern recognition
547ac302-2fc1-4927-83b0-df67c7e6224c,V532,international symposium on computer and information sciences
547e7a74-f339-4482-9968-9f23142091a5,V462,international conference on computer communications
5481cf9f-d3ba-425e-9d74-82b2b7d1af52,V118,IEEE Transactions on Reliability
5483eb4a-a93e-460f-87f0-844c80ef6061,V412,global communications conference
5484387e-f1cd-4fae-aada-a700ce1b8666,V457,international conference on cloud computing
548863f2-3c10-4db2-a7b3-c488cf52976e,V634,"systems, man and cybernetics"
5489d860-244e-4d71-8c26-263d539b13f3,V116,IEEE Transactions on Parallel and Distributed Systems
548ac3be-cef8-4629-9a6f-788f1380ba92,V96,IEEE Transactions on Communications
548d94a5-4650-4bc6-a50b-fd0473e6b5b4,V40,Computer Vision and Image Understanding
5491e3d9-ef43-4655-b377-f3b33e1e2266,V126,IEEE Transactions on Wireless Communications
54936cc8-17a4-4db3-8e87-b8c20842acb2,V324,automated software engineering
54955e2c-b983-40ef-8e72-8a0cafb704d1,V72,IEEE Communications Letters
549cd6b5-a00a-4415-91a6-5326705079fe,V525,international parallel and distributed processing symposium
549d5255-e9aa-46e7-a147-06fbb4614415,V627,symposium on operating systems principles
549ee114-896b-48b1-9edf-c9bc7c2be28b,V126,IEEE Transactions on Wireless Communications
54a3f7a6-2f03-4fd5-955b-ef1e61a7a0c4,V462,international conference on computer communications
54a59ec9-2795-402c-93b6-c065cb1ae63a,V80,IEEE Journal on Selected Areas in Communications
54aa009c-9af9-4fec-a71d-a4b8e8323249,V522,international conference on wireless communications and mobile computing
54b4e4f0-f85d-4de0-bbb1-5cf18d4b3d1b,V552,language resources and evaluation
54b64e71-1f02-4d12-ba0d-18d96f661803,V54,Engineering Applications of Artificial Intelligence
54c180be-377c-4bfc-87c3-919547690da9,V56,"Eurasip Journal on Audio, Speech, and Music Processing"
54d54c55-8879-47cb-afe5-76e0dc5bed0b,V488,international conference on image processing
54e7ef95-1840-49f4-bf8e-c1353881c6dc,V230,Neural Computation
54e8896f-f63a-4af5-ba27-2967661dfbee,V197,Journal of Machine Learning Research
54ea69c8-5fdc-4726-af22-7f94cb23a6a8,V108,IEEE Transactions on Information Theory
54eea383-02a2-432d-b05b-f20df90201b4,V284,acm special interest group on data communication
54eeedf6-cf7b-460f-9fd2-01c827bf681d,V645,very large data bases
54ef1d57-e10a-4384-b52a-a342305b103e,V207,Journal of the ACM
54f25145-4d41-4ffb-9672-c063644549c5,V466,international conference on computer vision
54f4a41e-1171-4199-9272-edbb07ee3cae,V488,international conference on image processing
54fd1f7e-67f6-46c6-bf2e-493898c81209,V644,vehicular technology conference
54fe0c22-258a-41af-a7a3-e6d1d24607bf,V413,great lakes symposium on vlsi
5504f6fe-2d84-4fbc-bc2b-b3a381cb2a77,V471,"international conference on control, automation, robotics and vision"
550ae91c-02d8-4430-9ce2-5e80e844f772,V98,IEEE Transactions on Computers
55129311-99ad-46f2-9030-ce945957f215,V176,Journal of Artificial Intelligence Research
5514e46c-2a83-4fff-b071-f47672a28d3c,V656,wireless communications and networking conference
55182dde-ffce-4a74-a337-637f75e02ea8,V459,international conference on communications
5518e8c4-87b5-4978-aa86-78639a1185ca,V517,international conference on supercomputing
551a67cb-c712-4c3d-bc83-44ccdc751a5a,V488,international conference on image processing
5520e1f5-1200-420c-afd0-8fcdb965d8bc,V425,human factors in computing systems
5524758f-6c84-495f-b1de-1bfcdbed8265,V559,meeting of the association for computational linguistics
55264107-0caa-457e-8b5f-96c71ff96503,V453,international conference on application of concurrency to system design
5527e8e3-1848-471d-a0b9-7c35bbcca56d,V459,international conference on communications
5536efa6-a731-43a1-97dc-4b7da55c6006,V72,IEEE Communications Letters
55383d0b-17a7-41c4-a0a4-053a197f9c44,V329,canadian conference on computer and robot vision
5538b634-04f3-4d09-bb4e-90055817e3b1,V494,international conference on machine learning
553a6b28-4324-42d5-94c4-28ffb83680ab,V307,arXiv: Information Theory
553b9ea6-c464-49f3-9b61-64cab38028be,V536,international symposium on information theory
5541a4cd-6088-4558-a04c-1c1d5f5df7d0,V530,international symposium on circuits and systems
55430f7d-2ef7-4ce5-bcb3-04d9e460dcca,V49,EURASIP Journal on Advances in Signal Processing
5545205c-921c-47f7-9c1c-3c91132a918b,V497,international conference on management of data
5545dcba-82a6-4524-abe9-f443909a7d99,V351,conference of the european chapter of the association for computational linguistics
5549e969-9d70-4bda-8d44-a9994cfe01a8,V559,meeting of the association for computational linguistics
554c3d5a-1f24-496c-b94f-eb6b23c7b56a,V94,IEEE Transactions on Circuits and Systems for Video Technology
554d523b-bd23-4988-8d3e-8128156132c6,V307,arXiv: Information Theory
55529352-cf36-4008-a2d3-3997dabdc8e4,V46,Database
5552d6e2-7216-442d-b6c8-f1406b9c6713,V633,systems man and cybernetics
555473c1-497f-4009-acd9-b2ea213437ae,V6,ACM Transactions on Computer Systems
55561200-3729-47e1-9ea7-c017c348f4bf,V357,conference on emerging network experiment and technology
555bc7d2-fd02-494d-8ac3-aa90dec4a482,V99,IEEE Transactions on Consumer Electronics
555d2564-8ea5-4b78-85f0-1fc8ab7424a7,V559,meeting of the association for computational linguistics
555fb2e3-0c45-4b57-a015-3896d70ae5ca,V108,IEEE Transactions on Information Theory
5561418a-a799-4e2e-8234-5f10f19489fe,V522,international conference on wireless communications and mobile computing
556bfdc3-a535-41f0-8ef0-306053815c8d,V96,IEEE Transactions on Communications
5575d2ba-4878-489d-a52e-3cde3b765dc8,V349,computer vision and pattern recognition
5578c0dc-3364-4e4c-9d15-eeaa46830a96,V395,euromicro conference on real-time systems
55839982-d604-45fa-afdb-bfca41d3bd06,V445,intelligent robots and systems
5585efca-8619-4d54-9425-59451ba8d9be,V412,global communications conference
5586b56e-686a-48ea-bb45-c29592e8fc4c,V412,global communications conference
5586ffd7-9585-4c61-9166-490a6ef70955,V633,systems man and cybernetics
55879954-06e9-46fb-b0cc-d899281a0f9a,V172,International Journal on Artificial Intelligence Tools
558b29cb-0803-4d41-9fcb-44bd62eb0e9c,V120,IEEE Transactions on Signal Processing
559038b6-0934-4845-81fe-0d6fce5aacec,V349,computer vision and pattern recognition
55924fb6-5caf-4df3-90cb-a8fb280c248d,V614,signal-image technology and internet-based systems
559a4faf-1b50-4af8-9ab8-c4532cc3816d,V159,International Journal of Information Technology and Decision Making
559bdffb-e499-4868-a17c-e2c9dd99721e,V331,cluster computing and the grid
559c2078-b2d3-4fd7-b80c-04620a34f942,V284,acm special interest group on data communication
55a4b128-b174-4dbc-9aec-bbe55f983c65,V125,IEEE Transactions on Visualization and Computer Graphics
55a5cae7-cac2-4a8d-815f-8b611ae2b467,V614,signal-image technology and internet-based systems
55a678be-81c9-4bc8-8501-f1c43752cd08,V117,IEEE Transactions on Pattern Analysis and Machine Intelligence
55a8fb61-5cb5-4051-b385-e52d2308ac6b,V135,Iet Communications
55ac70f1-c6da-416b-8f18-ef97f32feb60,V294,advances in computing and communications
55aca14a-cdba-4c38-bf58-d79f4be8d6ff,V405,formal methods
55b00ad7-b9eb-462c-b717-142cdd8e6fca,V499,international conference on multimedia and expo
55b805e8-a412-41b1-b47d-a8c46bb44f6b,V559,meeting of the association for computational linguistics
55bc7f50-2609-469f-8565-c8858b30d218,V40,Computer Vision and Image Understanding
55bedf08-57e0-417c-a02b-c9407f5f646b,V108,IEEE Transactions on Information Theory
55c27c5a-3767-4437-8ef8-4f56cff8ba51,V533,international symposium on computer architecture
55c863d4-7e2e-40ac-bc43-3a2283cec329,V412,global communications conference
55caeb7f-3d77-48e3-a58c-572528cd428e,V99,IEEE Transactions on Consumer Electronics
55cc8a81-2af5-48a6-9e84-5a3fb83b26fc,V393,empirical methods in natural language processing
55d651a9-38c5-49dc-a264-4301ac95a3c3,V357,conference on emerging network experiment and technology
55d9f819-2ac3-48df-a12d-7fdac859fbc2,V140,Information Retrieval
55dded42-4953-41ef-aa11-bc2491e36710,V251,Robotics and Autonomous Systems
55e161ff-fa09-4b8b-85e4-44e2249068d7,V497,international conference on management of data
55e2caf0-3b61-411b-bc69-0fb44dbc28dd,V185,Journal of Computer Applications in Technology
55e98e95-99c4-42f2-a17d-a7e2a5254ae0,V523,international geoscience and remote sensing symposium
55f06b3a-1f9d-48fa-a78c-60049508e4ba,V182,Journal of Communications and Networks
55f1e245-33a0-4309-b4b0-d34b2a47518f,V60,Eurasip Journal on Wireless Communications and Networking
55f27f5f-9878-4759-83f8-87e51d434d71,V412,global communications conference
55fe5cfe-e853-4928-bc78-6db24a332c42,V508,international conference on pattern recognition
55ff2445-d434-4855-b95e-814a1e0fcceb,V217,Manufacturing & Service Operations Management
5600b4dc-45c9-4cfa-ba69-535ce9625ec1,V390,embedded and ubiquitous computing
5606a4ad-46ab-42c5-82e1-fb1cec50e50c,V25,BMC Bioinformatics
5608b110-68a3-4c77-94f1-f3e8f98d31b0,V459,international conference on communications
56097466-34f2-4751-8539-dc09fdb3eade,V530,international symposium on circuits and systems
560c3268-8f95-42be-abc3-b58c43b26b3a,V287,acm/ieee joint conference on digital libraries
561020a0-a93b-4a82-80d7-06fdc3d38e1f,V658,working conference on reverse engineering
5614b526-76b1-45a5-a160-b1b1f9aedd53,V123,IEEE Transactions on Vehicular Technology
561edcf5-c23c-4814-9263-6ac556aa8062,V105,IEEE Transactions on Image Processing
562684e2-a83f-46c1-bc36-e9d5478da039,V256,Sensors
562a2946-7f88-4b92-b4bd-f46f868556ce,V149,International Journal of Communication Networks and Distributed Systems
562b1316-2540-4969-971e-c380f4e31937,V117,IEEE Transactions on Pattern Analysis and Machine Intelligence
56306b30-0cc1-4914-945a-f4d6723142a3,V386,dynamic languages symposium
56350125-0bc5-404a-95d1-6a1b0662a3fa,V384,distributed event-based systems
5636d176-8b59-4f4a-a687-f9e8d719d47d,V80,IEEE Journal on Selected Areas in Communications
563cf5e9-decb-44c7-bb2e-e840cf790f68,V475,international conference on distributed computing systems
563de097-4333-41d0-badd-3b0335b03e19,V516,international conference on software maintenance
564df828-92d7-43fe-b122-c29cebde20f4,V246,Proceedings of SPIE
564e1ab8-2a81-4e6e-b775-3bafc052af1f,V451,"international conference on acoustics, speech, and signal processing"
56502bd8-1dea-402c-8e63-5f1ba0aa69d6,V22,Artificial Intelligence
565119d5-e93d-4811-87d8-f68029864f49,V618,source code analysis and manipulation
56530a2f-09de-4ce1-b252-1ae611ff2ec8,V559,meeting of the association for computational linguistics
56538b1a-16f8-4eba-b073-92c7a9feb127,V539,international symposium on neural networks
5654ace0-57fc-4e19-9775-11343d45b72e,V339,computational science and engineering
5654dd12-382a-4120-9376-a75a4c4b6a33,V600,rapid system prototyping
5654fa0a-c5e4-43b7-b77e-a6557399f192,V125,IEEE Transactions on Visualization and Computer Graphics
5659d29f-9a9f-43ab-9ab2-cd264b72db32,V559,meeting of the association for computational linguistics
565a907b-14e1-45fc-aadb-8a39140630aa,V292,advanced information networking and applications
565b6f0e-baed-4aa2-b1dc-9d25b5157778,V550,international world wide web conferences
5662ee01-7eee-4d90-962e-aca19c3e903c,V462,international conference on computer communications
5669943b-5a63-46f7-ac7d-076b6dafa13b,V365,congress on evolutionary computation
566f9287-8a09-4574-b19d-fb50cdde48e3,V459,international conference on communications
567dc8b7-9525-4ede-8e0e-8bdf30940f29,V412,global communications conference
567f9f07-fbcd-45b8-8615-e5fd9064851c,V79,IEEE Journal of Solid-state Circuits
567ff02b-e9e4-4f7e-9651-65b1327c9485,V627,symposium on operating systems principles
5680d3f4-de63-4f8f-8fae-f3f5bcfcf6a6,V12,ACM Transactions on Speech and Language Processing
568c7a21-0472-4e71-94c4-d719f5b8f3e4,V312,arXiv: Social and Information Networks
5691f4e8-8f10-4cf2-879c-d36c23b36ce4,V74,IEEE Communications Surveys and Tutorials
569745ad-06c8-4668-b6fb-286e00125c06,V72,IEEE Communications Letters
569b777f-eb40-4fa8-9567-c5844c8c3522,V582,operating systems design and implementation
569e9aad-78d5-44bb-9ca4-49824fc1733b,V237,Operations Research
569f6aee-558b-4456-a7bf-f4517158089f,V84,IEEE Parallel & Distributed Technology: Systems & Applications
56a494ce-f8e3-45bb-b4d0-f0ddf8d4b0dd,V534,international symposium on computers and communications
56afcca6-4a00-4a37-92bf-8dc35f7a271b,V181,Journal of Communications
56b12d1c-2aaa-4207-a327-d737955ab168,V457,international conference on cloud computing
56b4565c-3391-4e67-bfff-448925b0932c,V228,Multimedia Tools and Applications
56bf7a53-c11d-4903-b778-437cad12569e,V161,International Journal of Medical Informatics
56c6cc75-cce0-4fed-a839-e4bd248151d2,V602,real time technology and applications symposium
56cd3fdb-73ff-431e-8945-d673f9469f33,V117,IEEE Transactions on Pattern Analysis and Machine Intelligence
56cda58d-7d19-4f11-a837-37f4866204b1,V402,extending database technology
56d11c85-c33f-4754-a77b-6fdddbaae9f1,V216,Management Science
56d1ce03-b119-43ac-954a-3fbd6dc47f10,V137,Image and Vision Computing
56d3d5de-a430-4b53-8b39-e9add70a5c0d,V96,IEEE Transactions on Communications
56d3e801-50ab-41ae-9fed-e13a28ad39b1,V329,canadian conference on computer and robot vision
56e3d5f3-a98a-4d6e-9486-b01a8fc024da,V507,international conference on parallel processing
56eb93ed-44c1-48d1-9e87-84737d3ebddf,V416,grid computing
56fec58f-43ad-4d04-b123-18a2f79ee1a3,V182,Journal of Communications and Networks
5701f2f3-592c-4a35-ad17-d07e99e71c0a,V551,internet measurement conference
57024f3f-d8d8-499e-ab6b-c9ef316f0033,V126,IEEE Transactions on Wireless Communications
570386ca-a4f8-4bcc-ab39-a574a51f6997,V656,wireless communications and networking conference
57052c55-4e92-4f3f-8d42-d585abb3f133,V653,wireless algorithms systems and applications
57084897-4b8a-494d-8f0b-51eed3812caa,V564,mobile adhoc and sensor systems
57089002-1a8a-44df-b942-cdaa52d5bd3e,V652,winter simulation conference
570ef6cf-09c5-4236-ab0e-8c9b0cd6311b,V284,acm special interest group on data communication
57119672-7e33-4bb4-90ff-4564692b082c,V349,computer vision and pattern recognition
57143dd7-99b6-455e-b8bb-b12b3c757cd3,V539,international symposium on neural networks
5718804a-3031-44f8-b9b9-dc7d89266a7e,V406,foundations of computer science
5725f8e6-c5e2-4b6a-a82d-fafb1378750c,V108,IEEE Transactions on Information Theory
572bad86-a54a-4fa2-89fd-c0a81589ba07,V288,ad hoc networks
572d3f0e-32a0-48e1-a070-01d41c687d79,V105,IEEE Transactions on Image Processing
5734ba32-1c2f-42f7-acca-d2af2346e072,V462,international conference on computer communications
57357a4e-d67a-4527-ab5a-6cce3b96aa9e,V112,IEEE Transactions on Mobile Computing
57375a8c-c434-419c-9b18-265859fd6be8,V536,international symposium on information theory
573d1437-4168-4a5d-81b8-ad602c7e2bf0,V124,IEEE Transactions on Very Large Scale Integration Systems
57408d43-1972-4887-be17-df8be9864e73,V536,international symposium on information theory
5742870c-b26d-4d8b-be45-f284e9ce1665,V570,multimedia signal processing
5742d3bf-ed7b-4b18-b3ef-3ef8d78590de,V552,language resources and evaluation
5742e8f3-40b2-42b5-bd4e-95e0a28937bf,V506,international conference on parallel architectures and compilation techniques
5745e54e-1d8f-485b-b0fc-46c33c56302f,V349,computer vision and pattern recognition
574632ee-64d8-4847-8831-68cdd8561e45,V105,IEEE Transactions on Image Processing
57493073-836a-4e1c-9cf1-ef49cf2e8c3b,V479,international conference on embedded networked sensor systems
574bc4bf-c22a-470d-95b6-d5081b0b61e1,V218,Marketing Science
574dbee8-597f-49a3-a651-b9845fd671e2,V388,electronic commerce
574e59c6-a54e-45ca-8e04-ab86919a4a78,V587,parallel computing
5750f330-e590-400d-a1f1-a198aaa98adc,V497,international conference on management of data
5753971e-725f-4b42-a9a0-692f1869621f,V637,traffic monitoring and analysis
575bbf1a-ab67-4559-83d4-f3bd701c61e4,V285,acm symposium on applied computing
57618315-9fc8-4026-89c5-f47d9325fae4,V349,computer vision and pattern recognition
5762e1a0-c3d9-410b-8d1f-844c4dc9cda1,V96,IEEE Transactions on Communications
576b7e1f-d851-4c2d-bb56-33ba5efd28a2,V380,digital image computing: techniques and applications
576e79cf-80f7-4f1a-a5c2-dcb436df46a3,V72,IEEE Communications Letters
5775e63f-e7d5-4a46-b681-cfb389259102,V128,IEEE Wireless Communications Letters
5779848b-b1a4-44a6-9b93-1b50325e9d9e,V307,arXiv: Information Theory
577da3cd-fb44-432d-98b7-e131ea3dfe80,V459,international conference on communications
57801e84-5f76-4c7c-915b-1cda3f3b8907,V457,international conference on cloud computing
578026b7-7c32-4c75-9920-3686da9c8e5b,V645,very large data bases
5781743b-057e-40f8-9514-54434d1fd0b0,V466,international conference on computer vision
5785944a-e2ce-4049-9662-0b663bc2bd5f,V494,international conference on machine learning
5789a010-5b80-469f-90d0-c2bbee3fa585,V316,asia pacific conference on circuits and systems
57907945-9bcd-4782-bc72-8f788f0a524d,V462,international conference on computer communications
5797960e-6663-47ab-891e-872b9209b0c6,V555,machine vision applications
57992725-062b-4ac5-9196-878a846039e1,V451,"international conference on acoustics, speech, and signal processing"
579b0649-2691-4d80-999f-b5c5545f8e67,V39,Computer Networks
579e5f24-5b13-4e92-b255-0c46d066e306,V94,IEEE Transactions on Circuits and Systems for Video Technology
579f628b-afc0-49f5-bcb6-9a625701ecb3,V96,IEEE Transactions on Communications
57a6c2b4-ec61-481b-bbfa-6f2fda55855e,V449,international conference of the ieee engineering in medicine and biology society
57a8ed23-0ee5-49e0-bab5-541d41b194cc,V256,Sensors
57b2c7c1-68ad-43bf-8bd1-618ff8b91f3c,V422,high performance switching and routing
57b4799f-ad91-41ed-9032-ba28ea687dd0,V525,international parallel and distributed processing symposium
57b8f030-c27b-449a-80ae-7fee2992c1b9,V525,international parallel and distributed processing symposium
57bab613-4c1d-4974-88d3-f45e1b24c142,V451,"international conference on acoustics, speech, and signal processing"
57baeb05-843c-4b0e-958e-587c98374e30,V536,international symposium on information theory
57bbad7d-0464-4e58-9cb4-15f37afd1bed,V18,Algorithms
57bc804b-dbf4-428e-8054-cdf5dee4e153,V359,conference on information sciences and systems
57bd5877-7b64-4dc4-a4a1-fe0a457dded6,V381,digital information and communication technology and its applications
57bf4ed4-3e21-4810-8ac2-b6d259440a1b,V377,"design, automation, and test in europe"
57c9e7a1-d6dc-46ef-b703-58f5ed3931d4,V574,network computing and applications
57cc10be-1ea8-4b85-a142-80abb0ba89bd,V509,international conference on peer-to-peer computing
57d01f2f-1eb7-4758-be16-5c1e1e917bbe,V360,conference on innovative data systems research
57d21eba-e13d-4b24-af36-aad502e69add,V534,international symposium on computers and communications
57d343e0-66af-4b8d-83da-dbb6a680b487,V284,acm special interest group on data communication
57d41c61-2165-47c8-8087-b6253162fc24,V113,IEEE Transactions on Multimedia
57d6a31b-735c-43f2-8771-536f65060ec9,V188,Journal of Convergence Information Technology
57d6fe3a-6ca6-40e8-ad1f-55a5cda8d044,V559,meeting of the association for computational linguistics
57d70b94-3518-4200-9e7d-944fbcf9ebea,V57,Eurasip Journal on Embedded Systems
57db684e-309b-4f9d-b2f6-4329217481b5,V11,ACM Transactions on Sensor Networks
57e3f55d-08f1-4e7f-a6cb-281885323f19,V644,vehicular technology conference
57ecf366-dc67-430d-a75c-e97c907ab67f,V150,International Journal of Communication Systems
57f0a90d-c4d7-4bb5-9b30-0072aa9a2043,V113,IEEE Transactions on Multimedia
57f158eb-112b-4f9c-8d2e-271b7b0f7158,V374,databases in networked information systems
